Name,Pos,Rating,Team,Fantasy Points,FPPG,FPPM,3/28,3/27,3/26,3/25,3/24,3/23,3/22,3/21,3/20,3/19,3/18,3/17,3/16,3/15,3/14,3/13,3/12,3/11,3/10,3/9,3/8,3/7,3/6,3/5,3/4,3/3,3/2,3/1,2/28,2/27,2/26,2/25,2/24,2/23,2/22,2/21,2/20,2/19,2/18,2/17,2/16,2/15,2/14,2/13,2/12,2/11,2/10,2/9,2/8,2/7,2/6,2/5,2/4,2/3,2/2,2/1,1/31,1/30,1/29,1/28,1/27,1/26,1/25,1/24,1/23,1/22,1/21,1/20,1/19,1/18,1/17,1/16,1/15,1/14,1/13,1/12,1/11,1/10,1/9,1/8,1/7,1/6,1/5,1/4,1/3,1/2,1/1,12/31,12/30,12/29,12/28,12/27,12/26,12/25,12/24,12/23,12/22,12/21,12/20,12/19,12/18,12/17,12/16,12/15,12/14,12/13,12/12,12/11,12/10,12/9,12/8,12/7,12/6,12/5,12/4,12/3,12/2,12/1,11/30,11/29,11/28,11/27,11/26,11/25,11/24,11/23,11/22,11/21,11/20,11/19,11/18,11/17,11/16,11/15,11/14,11/13,11/12,11/11,11/10,11/9,11/8,11/7,11/6,11/5,11/4,11/3,11/2,11/1,10/31,10/30,10/29,10/28,10/27,10/26,10/25,10/24,10/23,10/22,10/21,10/20,10/19,10/18
"Stephen Curry","PG",97,"GS",2529.9,49.6,1.4,69,0,43,0,43,0,46,0,52,0,34,45,0,68,0,38,0,0,0,45,0,60,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,41,52,0,71,0,0,66,0,45,0,0,45,0,0,56,0,0,53,39,0,27,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,33,0,0,53,0,0,0,0,27,0,56,44,0,0,46,0,52,0,49,0,44,0,0,77,0,52,0,74,0,32,42,0,56,0,0,0,72,0,0,0,57,0,63,0,49,57,0,59,0,45,0,46,0,47,0,0,61
"Kristaps Porzingis","C",84,"WAS",2702.9,41.6,1.3,64,0,41,0,48,0,31,48,0,0,0,42,0,0,46,0,23,0,0,0,59,36,0,53,50,0,39,0,0,0,0,0,40,0,0,0,0,0,0,0,31,0,0,46,0,41,0,0,57,0,29,0,50,51,0,0,0,54,0,0,0,0,0,0,0,0,26,0,0,49,0,49,0,0,28,0,0,0,39,0,0,26,0,0,42,0,35,0,59,0,36,50,0,0,0,30,0,0,0,0,49,37,0,0,0,0,28,0,61,45,0,50,0,0,49,0,42,0,58,0,63,28,0,32,0,38,0,0,36,0,56,0,49,0,0,45,55,0,0,0,0,38,26,0,30,0,53,0,53,38,0,33,0,0,31,0,42,0,27,0,37,0
"Donovan Mitchell","SG",87,"CLE",2758.35,42.4,1.2,63,0,35,0,0,43,0,42,0,0,0,30,0,39,0,0,34,0,0,0,32,0,63,0,36,0,0,57,0,0,59,0,27,38,0,0,0,0,0,0,0,53,0,59,0,58,0,0,0,0,38,32,0,0,20,0,41,0,18,0,0,0,0,59,0,0,0,0,0,0,0,13,0,26,0,43,0,70,0,30,0,0,0,44,0,102,0,32,0,47,0,0,31,0,0,30,0,54,0,28,0,35,51,0,47,0,35,0,0,0,0,0,67,0,37,0,43,0,38,0,12,41,0,37,0,43,0,54,28,0,48,0,34,0,0,0,0,62,0,53,0,36,45,0,0,0,46,0,0,69,0,51,0,35,0,0,56,57,0,0,50,0
"P.J. Washington","PF",79,"CHA",2084,28.9,0.9,61,0,48,0,46,25,0,0,23,0,0,26,0,0,17,0,29,0,0,36,0,30,0,22,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,46,0,39,0,32,0,0,43,0,0,26,0,14,13,0,31,0,45,0,0,21,0,24,8,0,42,0,0,42,0,33,0,25,0,22,0,20,0,36,0,34,0,26,0,28,0,22,0,41,0,24,38,0,0,45,0,19,0,19,23,0,0,0,29,0,0,17,0,19,0,30,0,42,0,28,38,0,0,0,23,0,0,21,0,31,0,0,22,0,56,0,36,0,31,0,6,0,13,28,0,36,0,34,16,0,21,0,43,0,43,12,0,27,0,0,17,0,20,0,38,0
"Evan Mobley","PF",85,"CLE",2619.25,34.9,1,59,0,41,0,0,62,0,27,0,0,0,41,0,42,40,0,35,0,0,0,36,0,54,0,48,0,0,33,0,0,39,0,23,48,0,0,0,0,0,0,0,34,0,32,0,30,0,0,32,0,32,45,0,0,48,0,37,0,33,0,42,44,0,29,0,0,51,29,0,45,0,30,0,29,0,35,0,32,0,33,0,36,0,19,0,0,0,0,0,36,0,0,25,0,0,25,0,15,0,26,0,33,34,0,33,0,41,0,42,30,0,0,29,0,37,0,48,0,32,0,45,40,0,23,0,36,0,27,37,0,58,0,37,0,0,27,0,46,0,24,0,36,23,0,39,0,25,0,0,32,0,43,0,30,0,0,26,23,0,0,26,0
"Josh Giddey","SG",81,"OKC",2615.4,36.8,1.2,58,0,47,0,64,27,0,28,0,31,0,0,24,0,54,0,39,0,0,0,29,59,0,53,0,50,0,49,24,0,34,0,19,40,0,0,0,0,0,0,0,28,0,31,0,0,0,0,0,33,37,0,51,0,0,45,0,44,0,0,25,0,38,0,0,35,0,36,0,43,0,0,52,0,51,38,0,55,0,24,0,43,0,27,44,0,0,38,0,40,0,31,0,0,0,45,0,30,0,0,0,0,36,0,43,0,27,0,47,0,0,31,0,33,0,55,0,0,44,0,15,0,27,40,0,25,0,40,0,0,46,0,21,0,29,58,0,34,0,46,0,20,0,24,0,25,0,26,0,0,0,0,0,0,0,0,18,49,0,0,38,0
"Scottie Barnes","SF",83,"TOR",2345.35,33,0.9,56,0,35,0,0,0,0,0,0,11,17,0,39,0,34,0,0,0,0,0,35,0,28,0,24,0,23,0,37,0,26,26,0,36,0,0,0,0,0,0,0,0,0,0,29,0,0,0,28,0,0,34,0,29,0,44,0,36,0,42,43,0,33,0,0,43,27,0,50,0,45,45,0,53,0,47,0,25,0,49,0,25,0,30,0,48,0,0,29,41,0,48,0,0,0,48,0,14,0,13,30,0,35,0,53,0,0,15,0,16,0,40,0,38,0,47,29,0,15,0,31,0,0,0,0,0,0,0,0,63,0,0,38,0,22,0,31,30,0,34,0,19,41,0,44,0,29,0,45,0,0,24,0,40,0,0,0,18,35,0,34,0
"Jayson Tatum","SF",92,"BOS",3552.6,50.8,1.4,48,0,0,0,48,0,0,56,0,0,30,61,0,46,0,42,0,0,0,0,45,0,0,66,0,51,0,68,0,36,0,45,0,63,0,0,0,0,0,0,0,60,0,0,36,0,0,0,38,0,60,0,0,35,0,57,0,0,0,55,0,63,0,60,46,0,0,0,72,0,0,71,0,56,0,44,54,0,56,0,43,0,72,0,36,0,44,0,0,48,0,60,0,64,0,48,0,60,0,0,0,0,48,0,0,66,42,0,37,0,0,38,0,56,50,0,32,0,76,0,51,0,0,47,0,66,0,53,0,0,43,0,44,0,54,0,67,52,0,45,0,50,0,46,66,0,59,0,0,35,0,50,0,0,0,45,0,59,47,0,0,61
"Desmond Bane","SG",84,"MEM",1876.1,35.4,1.1,48,0,36,0,39,0,37,0,27,0,35,50,0,21,0,42,0,0,0,33,0,21,0,47,0,24,0,54,36,0,0,26,0,38,0,0,0,0,0,0,0,40,0,0,42,0,0,0,0,38,0,45,0,0,31,25,0,0,0,0,0,0,33,0,35,44,0,37,0,39,0,45,0,45,0,0,32,0,23,51,0,0,0,42,0,0,0,29,0,33,0,15,0,14,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,50,0,33,41,0,29,0,47,0,0,0,45,0,47,0,0,57,0,28,36,0,32,0
"Paolo Banchero","PF",77,"ORL",2404.55,34.8,1,48,0,27,0,0,42,0,42,0,33,30,0,34,0,36,0,0,0,0,41,0,29,0,38,0,49,0,27,0,46,0,29,0,26,0,0,0,0,0,0,0,0,0,36,0,33,0,0,0,35,0,45,0,27,0,32,0,49,0,23,26,0,37,0,33,0,22,22,0,0,0,0,30,0,31,0,0,42,39,0,38,0,48,47,0,0,0,0,31,0,27,15,0,0,0,32,0,47,0,38,48,0,35,0,42,0,0,47,0,37,0,35,0,49,0,18,35,0,29,0,38,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,62,0,38,0,28,0,27,0,48,0,51,0,32,0,35,46,0,47,0
"Jalen Williams","SF",71,"OKC",1891.3,27,0.9,48,0,39,0,19,25,0,38,0,29,0,0,29,0,46,0,44,0,0,0,0,0,0,55,0,43,0,44,49,0,29,0,37,21,0,0,0,0,0,0,0,22,0,43,0,0,0,0,0,50,23,0,19,0,0,27,0,31,0,0,20,0,41,0,0,18,0,18,0,37,0,0,16,0,41,30,0,25,0,23,0,36,0,25,41,0,0,27,0,25,0,36,0,0,0,22,0,20,0,31,0,13,20,0,27,0,27,0,19,0,0,17,0,24,0,16,0,0,37,0,18,0,21,12,0,19,0,19,0,0,38,0,23,0,27,7,0,32,0,22,0,15,0,13,0,11,0,10,0,0,29,0,0,0,0,0,0,0,0,0,6,0
"Deni Avdija","SF",77,"WAS",1730.85,23.4,0.9,47,0,37,0,47,0,33,37,0,0,27,7,0,0,23,0,11,0,0,0,15,14,0,33,2,0,23,0,22,0,16,0,29,0,0,0,0,0,0,0,30,0,0,21,0,29,0,0,38,0,24,0,43,10,0,0,0,41,0,31,0,0,33,39,0,0,7,0,0,29,0,14,0,0,17,0,37,0,13,0,0,6,0,0,22,0,34,0,36,0,18,12,0,0,0,0,0,0,39,0,15,35,0,0,29,0,18,0,30,32,0,33,0,0,24,0,0,0,21,0,17,18,0,31,0,44,0,0,32,0,8,0,26,0,0,33,33,0,26,0,0,10,18,0,7,0,22,0,6,9,0,9,0,0,27,0,8,0,29,0,4,0
"Svi Mykhailiuk","SF",71,"CHA",220.7,8.2,0.7,47,0,19,0,21,22,0,0,15,0,0,7,0,0,5,0,10,0,0,9,0,0,0,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Dejounte Murray","SG",87,"ATL",2658.05,38.5,1.1,47,0,28,47,0,0,0,0,0,43,0,33,0,0,0,22,0,0,0,0,37,0,44,0,23,58,0,0,25,0,40,0,49,0,0,0,0,0,0,0,0,16,0,34,0,33,0,0,0,37,0,0,55,36,0,42,0,67,0,40,0,0,28,0,34,0,36,62,0,48,0,51,0,49,39,0,24,0,0,29,0,28,0,40,0,54,0,0,44,0,49,23,0,0,0,46,0,35,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,44,0,0,53,0,44,0,34,24,0,53,0,35,0,25,0,35,0,0,31,0,36,0,48,0,28,42,0,59,0,61,0,0,67,0,37,0,41,39,0,44,0,0,39,0,50,0,56,0
"Tyler Herro","SG",83,"MIA",2130.05,34.4,1,46,0,0,35,0,0,33,0,0,33,27,0,0,40,0,30,0,0,0,0,40,0,23,0,34,50,0,20,0,17,0,55,22,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,29,0,0,0,41,0,47,0,28,0,37,0,23,0,0,25,0,41,0,21,0,33,0,27,0,0,0,0,0,0,0,34,0,0,0,17,0,40,0,52,51,0,41,0,33,0,0,37,0,0,37,0,0,42,0,58,45,0,24,0,41,0,39,0,49,50,0,0,43,0,44,0,0,45,0,34,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,50,8,0,0,38,0,14,26,0,49,0,32,41,0,37,0
"Brandon Ingram","SF",87,"NO",1518.95,38.9,1.2,46,43,0,59,0,65,0,48,0,41,0,46,0,0,43,0,0,0,0,0,24,0,36,0,0,29,0,59,0,39,0,29,0,48,0,0,0,0,0,0,0,30,0,39,0,0,0,0,0,45,0,0,45,0,48,0,37,0,0,35,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,35,0,52,0,0,43,0,39,29,0,0,40,0,21,38,0,44,0,37,43,0,0,0,0,0,0,0,0,0,0,0,13,0,53,0,45,0
"Bam Adebayo","C",88,"MIA",2806.3,39.5,1.1,45,0,0,29,0,0,30,0,0,48,40,0,0,45,0,34,0,0,0,0,22,0,39,0,57,34,0,34,0,26,0,30,29,0,0,0,0,0,0,0,0,53,0,30,0,48,0,0,54,0,0,0,46,0,53,0,34,0,36,0,41,0,0,56,0,35,0,38,0,42,0,55,0,44,0,48,0,0,0,25,0,44,0,61,0,52,0,50,43,0,47,0,0,0,0,29,0,0,51,0,0,44,0,0,38,0,53,0,29,0,52,0,43,26,0,0,44,0,40,0,0,44,0,59,0,38,0,49,33,0,0,0,0,0,46,0,51,0,44,0,0,30,0,0,37,0,42,43,0,0,40,0,49,33,0,37,0,18,38,0,25,0
"Pascal Siakam","PF",87,"TOR",2887.65,43.8,1.2,45,0,38,0,53,0,57,0,0,44,49,0,57,0,28,0,0,0,0,0,38,0,31,0,36,0,37,0,36,0,42,57,0,38,0,0,0,0,0,0,0,0,0,0,45,0,0,0,64,0,0,36,0,39,0,41,0,23,0,33,34,0,60,0,0,46,55,0,35,0,39,49,0,33,0,49,0,48,0,46,0,41,0,27,0,44,0,0,37,50,0,57,0,0,0,52,0,76,0,68,41,0,34,0,33,0,0,39,0,62,0,53,0,49,0,58,41,0,42,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,55,0,61,0,0,47,0,48,0,49,0,50,71,0,44,0
"Théo Maledon","PG",71,"CHA",568.2,14.6,0.9,44,0,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,9,9,0,0,9,0,16,0,27,11,0,7,0,16,0,0,12,0,19,0,10,0,12,0,6,22,0,0,0,32,0,0,29,0,12,0,0,0,0,6,0,18,0,26,0,18,0,3,4,0,2,0,8,17,0,8,0,10,0,8,19,0,23,0,0,12,0,0,0,4,0
"Monte Morris","PG",80,"WAS",1443.8,23.7,0.9,42,0,0,0,20,0,21,29,0,0,14,20,0,0,28,0,19,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,18,0,0,20,0,32,0,0,0,0,26,0,40,16,0,0,0,20,0,15,0,0,0,24,0,0,23,0,0,32,0,43,0,0,0,0,24,0,26,0,0,16,0,0,29,0,18,0,33,0,32,23,0,0,0,33,15,0,24,0,18,25,0,0,34,0,0,0,0,17,0,33,0,0,23,0,29,0,14,0,20,33,0,0,0,0,0,0,0,0,19,0,26,0,0,32,27,0,11,0,0,19,22,0,13,0,18,0,34,14,0,27,0,0,26,0,26,0,23,0,27,0
"Franz Wagner","SF",79,"ORL",2269.6,30.3,0.9,41,0,44,0,0,33,0,35,0,45,32,0,32,0,21,0,0,0,0,30,0,33,0,38,0,13,0,19,0,28,0,34,0,29,0,0,0,0,0,0,0,0,0,27,0,21,0,0,0,29,0,25,0,21,0,22,0,35,0,15,30,0,30,0,34,0,26,52,0,0,0,0,30,0,47,0,0,38,20,0,32,0,33,0,0,0,0,0,48,0,33,25,0,0,0,29,0,32,0,35,22,0,26,0,36,0,0,35,0,47,0,26,0,35,0,14,23,0,33,0,30,25,0,32,0,0,0,32,0,43,37,0,33,0,34,0,0,28,0,33,0,40,0,49,0,24,0,37,0,20,0,21,0,37,0,28,0,31,27,0,31,0
"Isaiah Joe","SG",70,"OKC",1084.15,15.9,0.9,39,0,42,0,6,1,0,20,0,24,0,0,18,0,14,0,14,0,0,0,10,13,0,11,0,28,0,25,17,0,29,0,39,12,0,0,0,0,0,0,0,14,0,21,0,0,0,0,0,26,12,0,29,0,0,8,0,14,0,0,6,0,13,0,0,16,0,32,0,39,0,0,18,0,0,16,0,13,0,13,0,19,0,17,33,0,0,16,0,7,0,11,0,0,0,3,0,13,0,19,0,30,7,0,8,0,24,0,22,0,0,20,0,18,0,0,0,0,9,0,0,0,19,11,0,28,0,4,0,0,0,0,0,0,4,16,0,2,0,9,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,9,0,0,0,0,0
"Draymond Green","PF",84,"GS",2016.2,29.7,0.9,37,0,28,0,34,0,44,0,30,0,26,0,0,26,0,27,0,0,0,36,0,31,0,29,0,11,33,0,42,0,0,0,0,30,0,0,0,0,0,0,0,0,0,16,0,41,0,0,22,0,34,0,46,0,0,32,0,38,0,0,23,0,40,0,0,35,0,0,43,0,0,47,26,0,34,0,0,34,0,0,19,0,0,25,0,48,0,0,33,0,31,29,0,45,0,0,0,15,22,0,36,0,0,0,5,18,0,0,19,0,0,0,0,26,0,23,43,0,0,28,0,46,0,29,0,38,0,0,21,0,35,0,28,0,23,31,0,34,0,0,0,27,0,0,0,26,0,23,0,26,37,0,22,0,35,0,17,0,38,0,0,17
"Darius Garland","PG",88,"CLE",2600.6,39.4,1.1,37,0,34,0,0,31,0,27,0,0,0,42,0,23,35,0,45,0,0,0,39,0,44,0,40,0,0,54,0,0,45,0,40,34,0,0,0,0,0,0,0,45,0,26,0,31,0,0,0,0,40,38,0,0,52,0,26,0,35,0,63,52,0,40,0,0,45,53,0,58,0,59,0,23,0,38,0,34,0,39,0,38,0,0,0,0,0,0,0,31,0,0,65,0,0,30,0,32,0,30,0,56,47,0,28,0,40,0,30,33,0,0,44,0,25,0,30,0,37,0,47,38,0,29,0,44,0,38,37,0,60,0,46,0,0,70,0,35,0,16,0,40,38,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"Onyeka Okongwu","C",77,"ATL",1716.85,23.2,1,37,0,23,31,0,0,29,26,0,29,0,35,0,0,0,37,0,0,0,0,22,0,8,0,21,18,0,0,15,0,21,0,40,0,0,0,0,0,0,0,0,15,0,32,0,14,0,0,0,22,0,0,21,32,0,27,0,20,0,19,0,0,21,0,0,0,15,30,0,19,0,14,0,33,62,0,29,0,0,24,0,27,0,18,0,42,0,0,36,0,43,17,0,0,0,30,0,44,0,25,0,0,19,0,31,0,25,28,0,16,0,19,0,19,0,0,18,0,22,0,7,16,0,27,0,16,0,31,0,8,0,0,19,0,15,0,0,0,28,18,0,24,0,8,0,0,16,0,19,0,16,31,0,17,0,0,22,0,6,0,24,0
"OG Anunoby","SF",82,"TOR",1907.7,30.8,0.9,36,0,50,0,24,0,24,0,0,34,20,0,32,0,35,0,0,0,0,0,28,0,19,0,15,0,39,0,31,0,11,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,0,0,0,15,0,29,0,13,31,0,21,0,36,0,30,0,33,0,33,0,33,0,36,0,0,31,31,0,26,0,0,0,45,0,26,0,29,0,0,0,0,0,0,0,0,0,34,0,36,0,25,0,47,34,0,25,0,30,0,46,0,0,28,0,0,0,39,0,0,51,0,35,0,38,26,0,52,0,23,42,0,47,0,40,0,42,0,0,39,0,25,0,19,0,29,21,0,41,0
"Trey Murphy III","SF",76,"NO",1747.55,23.9,0.8,36,21,0,47,0,32,0,24,0,21,0,25,0,0,34,0,59,0,0,0,34,0,38,0,0,24,0,27,0,16,0,16,0,13,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,26,0,42,29,0,17,0,23,0,24,19,0,0,11,22,0,24,0,30,0,17,0,25,0,0,32,0,32,0,13,0,13,12,0,18,0,18,0,19,13,0,33,0,0,0,0,36,26,0,0,19,0,20,0,21,0,6,0,26,0,7,0,39,0,0,25,0,31,0,39,0,33,0,0,28,0,0,0,0,0,0,2,0,44,22,0,0,6,0,28,9,0,25,0,4,26,0,24,0,0,25,0,25,0,0,32,0,29,0,18,0,33,0
"Jaren Jackson Jr.","PF",84,"MEM",2029.2,35,1.2,35,0,39,0,36,0,58,0,37,0,53,43,0,45,0,15,0,0,0,41,0,43,0,41,0,29,0,32,34,0,0,14,0,41,0,0,0,0,0,0,0,56,0,0,29,0,0,0,0,43,0,34,0,0,0,38,0,0,52,0,29,0,25,0,33,18,0,28,0,38,0,45,0,31,0,0,43,0,36,45,0,0,54,34,0,0,32,44,0,29,0,26,0,19,0,46,0,0,28,0,0,28,0,15,0,0,42,0,0,38,0,31,0,0,27,0,42,0,33,0,0,30,0,33,0,0,41,0,0,0,52,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xavier Tillman Sr.","C",74,"MEM",943.75,16.9,0.9,34,0,39,0,16,0,7,0,12,0,39,23,0,16,0,25,0,0,0,24,0,38,0,26,0,31,0,18,41,0,0,28,0,31,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,11,0,28,0,0,22,31,0,0,25,0,25,0,14,0,25,0,0,0,0,0,0,1,0,2,0,0,15,0,20,30,0,0,17,26,0,0,9,3,0,0,0,12,0,0,0,3,0,0,4,0,0,0,0,11,0,0,19,0,0,0,0,2,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0,0,0,13,0,7,0,0,0,0,0,0,11,2,0,16,0
"Jordan Poole","PG",84,"GS",2438.05,31.7,1,34,0,39,0,43,0,26,0,23,0,27,22,0,27,0,30,0,0,0,32,0,21,0,20,0,31,48,0,43,0,29,0,30,27,0,0,0,0,0,0,0,0,0,24,0,50,0,0,52,0,46,0,6,0,36,33,0,25,0,0,13,0,39,0,0,37,0,40,43,0,0,52,24,0,39,0,0,45,0,0,36,0,0,39,0,45,0,0,55,0,29,34,0,37,0,0,0,16,31,0,55,0,38,0,34,24,0,0,31,0,0,52,0,36,0,34,36,0,0,25,0,37,0,32,0,17,0,29,20,0,24,0,18,0,52,24,0,28,0,0,0,6,0,0,36,15,0,12,0,44,39,0,24,0,27,0,33,0,22,0,0,28
"Luke Kennard","SG",77,"MEM",846.1,15.7,0.7,33,0,29,0,41,0,20,0,17,0,28,28,0,22,0,7,0,0,0,11,0,21,0,26,0,8,0,5,9,0,0,19,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,5,0,0,0,0,0,6,0,7,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,14,0,13,0,2,0,7,29,0,0,20,0,21,0,0,0,29,0,0,20,0,18,0,25,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,12,0,0,23,0,11,0,0,3,0,16,0,23,15,0,0,12,0,26,0,4,12,0,15,0,0
"Trae Young","PG",91,"ATL",3101.75,45,1.3,33,0,46,25,0,0,44,53,0,21,0,53,0,0,0,59,0,0,0,0,54,0,37,0,35,53,0,0,45,0,52,0,54,0,0,0,0,0,0,0,0,46,0,52,0,58,0,0,0,46,0,0,0,47,0,42,0,0,0,53,0,0,53,0,42,0,47,37,0,46,0,44,0,48,48,0,0,0,0,46,0,55,0,30,0,62,0,0,44,0,0,43,0,0,0,54,0,53,0,61,0,0,46,0,46,0,0,42,0,51,0,31,0,41,0,0,0,0,55,0,36,51,0,53,0,46,0,43,0,60,0,0,49,0,40,0,45,0,40,44,0,0,0,56,0,0,37,0,28,0,58,59,0,49,0,0,48,0,50,0,50,0
"Herbert Jones","SF",79,"NO",1305.4,21.8,0.8,32,15,0,17,0,10,0,13,0,24,0,19,0,0,33,0,35,0,0,0,33,0,40,0,0,27,0,18,0,24,0,12,0,17,0,0,0,0,0,0,0,24,0,17,0,0,0,0,0,35,0,14,20,0,19,0,42,0,24,16,0,0,11,21,0,26,0,22,0,0,0,0,0,0,0,0,0,0,7,0,37,14,0,21,0,17,0,27,0,0,0,0,0,0,0,33,24,0,0,23,0,18,0,25,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,32,0,0,28,0,15,0,16,0,0,34,0,22,19,0,0,11,0,16,32,0,25,0,39,13,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,18,0
"Wendell Carter Jr.","C",82,"ORL",1595,30.1,1,32,0,29,0,0,27,0,30,0,34,57,0,30,0,35,0,0,0,0,0,0,0,0,0,0,26,0,35,0,27,0,19,0,41,0,0,0,0,0,0,0,0,0,25,0,27,0,0,0,22,0,41,0,0,0,27,0,26,0,19,32,0,37,0,40,0,28,15,0,0,0,0,18,0,44,0,0,40,34,0,31,0,28,35,0,0,0,0,0,0,27,25,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,37,0,0,43,0,34,0,26,0,37,0,32,0,55,0,31,0,30,0,22,0,36,0,40,26,0,33,0
"Kai Jones","C",71,"CHA",318.9,7.8,0.7,31,0,2,0,0,11,0,0,9,0,0,26,0,0,13,0,11,0,0,11,0,0,0,0,0,2,0,10,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,12,0,1,0,0,9,0,15,0,7,0,10,0,6,0,0,0,0,17,0,0,26,0,4,0,0,6,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,9,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0
"Saddiq Bey","PF",79,"ATL",1701.4,24,0.9,31,0,13,28,0,0,27,31,0,6,0,13,0,0,0,14,0,0,0,0,5,0,30,0,33,15,0,0,25,0,13,0,29,0,0,0,0,0,0,0,0,9,0,20,0,0,0,0,17,0,33,0,42,36,0,0,0,35,0,20,0,43,0,0,30,0,0,0,37,0,0,0,34,0,42,0,42,27,0,8,0,20,0,28,0,18,0,18,22,0,50,0,27,0,0,11,0,18,15,0,11,0,19,0,5,0,0,25,0,19,0,34,29,0,42,0,0,14,0,13,0,26,0,0,0,0,0,0,0,0,9,26,0,0,22,0,18,20,0,25,0,34,0,0,32,0,31,0,18,40,0,11,0,22,12,0,0,42,39,0,21,0
"Fred VanVleet","PG",84,"TOR",2510.4,39.2,1.1,31,0,53,0,31,0,51,0,0,47,46,0,44,0,59,0,0,0,0,0,39,0,47,0,59,0,33,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,31,0,0,33,0,48,0,73,0,46,0,42,53,0,41,0,0,40,0,0,49,0,63,61,0,16,0,33,0,31,0,34,0,55,0,65,0,21,0,0,0,0,0,18,0,0,0,39,0,44,0,23,42,0,56,0,66,0,0,44,0,34,0,40,0,25,0,31,21,0,19,0,25,0,46,0,0,0,0,0,0,24,0,0,36,0,0,0,0,26,0,54,0,46,56,0,0,0,0,0,0,0,0,13,0,44,0,45,0,30,52,0,34,0
